data 36.790000 -14 -83 3 14 -82 -2 -16 -433 482 -6 -19 -356 0 369 226 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 36.808000 -14 -83 3 14 -82 -2 -16 -433 483 -6 -19 -356 0 369 226 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 36.824000 -14 -83 3 14 -82 -2 -16 -432 482 -6 -19 -356 0 369 226 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 36.841000 -14 -83 3 14 -82 -2 -16 -432 482 -6 -20 -356 0 369 226 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 36.857000 -14 -83 3 14 -82 -2 -16 -431 482 -6 -20 -356 0 369 226 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 36.874000 -14 -83 3 14 -82 -2 -17 -431 482 -6 -20 -356 80 365 231 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 36.892000 -14 -83 3 14 -82 -2 -16 -430 482 -6 -20 -356 77 361 78 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 36.937000 -14 -83 3 14 -82 -2 -16 -429 481 -6 -21 -356 35 214 216 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 36.967000 -14 -83 3 14 -82 -2 -15 -427 481 -6 -21 -355 77 341 198 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 36.976000 -14 -83 3 14 -82 -2 -15 -427 480 -6 -21 -355 77 341 198 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 36.990000 -14 -83 3 14 -82 -2 -14 -426 480 -6 -21 -355 76 339 202 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 37.007000 -14 -83 3 14 -82 -2 -14 -426 480 -6 -22 -355 35 212 216 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 37.024000 -14 -83 3 14 -82 -2 -13 -425 479 -6 -22 -355 76 335 202 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 37.040000 -14 -83 3 14 -82 -2 -13 -425 479 -6 -22 -355 81 334 201 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 37.057000 -14 -83 3 14 -82 -2 -13 -424 479 -6 -22 -355 35 203 213 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 37.074000 -14 -83 3 14 -82 -2 -13 -424 479 -6 -22 -355 77 336 211 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 37.090000 -14 -83 3 14 -82 -2 -13 -424 479 -6 -22 -355 76 335 207 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 37.107000 -14 -83 3 14 -82 -2 -13 -424 479 -6 -22 -355 75 335 213 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 37.149000 -14 -83 3 14 -82 -2 -12 -424 479 -7 -22 -355 77 335 207 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 37.164000 -14 -83 3 14 -82 -2 -12 -424 479 -7 -22 -355 75 335 207 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 37.176000 -14 -83 3 14 -82 -2 -13 -424 479 -7 -22 -355 34 197 210 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 37.190000 -14 -83 3 14 -82 -2 -13 -424 479 -7 -22 -355 75 338 210 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
data 37.207000 -14 -83 3 14 -82 -2 -13 -424 479 -7 -22 -355 33 193 205 -1 0 0 0 0 0 null_color null_texture 0 0 0 0 0 0
